,ID_hecho,FECHA,AAAA,MM,DD,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,DIA_SEMANA_x,Tiempo_Supervivencia,ID,HORA,HH,DIA_SEMANA_y,TIPO_DE_CALLE,pos x,pos y,coordenada_x,coordenada_y,ACUSADO
329,2018-0041,2018-04-27,2018,4,27.0,PEATON,PEATON,FEMENINO,78.0,2018-04-27,Viernes,0 days,2018-0041,13:30:00,13.0,4.0,AVENIDA,-58.42281627,-34.64282424,103711.66698694,98495.65433114,PASAJEROS
330,2018-0042,2018-04-27,2018,4,27.0,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,23.0,2018-04-27,Viernes,0 days,2018-0042,18:43:00,18.0,4.0,CALLE,-58.38666024,-34.63953396,107026.8375426,98858.75172681,CARGAS
331,2018-0043,2018-04-28,2018,4,28.0,CONDUCTOR,MOTO,MASCULINO,25.0,2018-04-29,Sábado,1 days,2018-0043,06:30:00,6.0,5.0,AVENIDA,-58.49122843,-34.61207587,97438.46582767,101907.03915052,AUTO
332,2018-0044,2018-04-28,2018,4,28.0,PEATON,PEATON,FEMENINO,50.0,2018-04-28,Sábado,0 days,2018-0044,09:00:00,9.0,5.0,AVENIDA,-58.40098306,-34.61866627,105715.04318224,101174.58167004,AUTO
333,2018-0045,2018-04-30,2018,4,30.0,CONDUCTOR,AUTO,MASCULINO,60.0,2018-04-30,Lunes,0 days,2018-0045,07:00:00,7.0,0.0,AVENIDA,-58.45448963,-34.5791692,100808.33159423,105557.81994917,CARGAS
334,2018-0046,2018-05-02,2018,5,2.0,PEATON,PEATON,MASCULINO,11.0,2018-05-02,Miércoles,0 days,2018-0046,03:15:00,3.0,2.0,GRAL PAZ,-58.52927982,-34.63931752,93950.50587297,98883.37644525,AUTO
335,2018-0047,2018-05-08,2018,5,8.0,PEATON,PEATON,MASCULINO,82.0,2018-05-09,Martes,1 days,2018-0047,19:00:00,19.0,1.0,AVENIDA,-58.44759966,-34.5917024,101440.29935254,104167.40204334,PASAJEROS
336,2018-0048,2018-05-09,2018,5,9.0,PEATON,PEATON,MASCULINO,57.0,2018-05-16,Miércoles,7 days,2018-0048,10:30:00,10.0,2.0,AVENIDA,-58.46411215,-34.62925068,99925.51296558,100002.14427355,PASAJEROS
337,2018-0049,2018-05-11,2018,5,11.0,PEATON,PEATON,FEMENINO,40.0,2018-05-13,Viernes,2 days,2018-0049,19:15:00,19.0,4.0,CALLE,-58.4621322,-34.55395823,100107.118083,108354.57023193,AUTO
338,2018-0050,2018-05-14,2018,5,14.0,PEATON,PEATON,FEMENINO,47.0,2018-05-24,Lunes,10 days,2018-0050,18:45:00,18.0,0.0,AVENIDA,-58.45669422,-34.5620361,100606.16651489,107458.45493347,PASAJEROS
339,2018-0051,2018-05-15,2018,5,15.0,PEATON,PEATON,FEMENINO,57.0,2018-05-15,Martes,0 days,2018-0051,21:15:00,21.0,1.0,CALLE,-58.3597716,-34.64341878,109491.72835084,98425.60443682,AUTO
340,2018-0052,2018-05-18,2018,5,18.0,PEATON,PEATON,MASCULINO,78.0,2018-05-19,Viernes,1 days,2018-0052,20:30:00,20.0,4.0,AVENIDA,-58.49820145,-34.59070093,96798.08806617,104278.02817622,PASAJEROS
341,2018-0053,2018-05-20,2018,5,20.0,CONDUCTOR,MOTO,MASCULINO,43.0,2018-05-20,Domingo,0 days,2018-0053,02:30:00,2.0,6.0,CALLE,-58.4105928,-34.5993918,104834.84104085,103313.26202067,AUTO
342,2018-0054,2018-05-22,2018,5,22.0,PEATON,PEATON,FEMENINO,86.0,2018-05-25,Martes,3 days,2018-0054,11:15:00,11.0,1.0,CALLE,-58.47969138,-34.57121563,98495.84519532,106440.03052817,BICICLETA
343,2018-0055,2018-05-29,2018,5,29.0,CONDUCTOR,MOTO,MASCULINO,21.0,2018-05-29,Martes,0 days,2018-0055,7:30:00,7.0,1.0,AVENIDA,-58.40351561,-34.61883916,105482.77183741,101155.54165898,AUTO
344,2018-0056,2018-06-02,2018,6,2.0,PEATON,PEATON,FEMENINO,69.0,2018-06-04,Sábado,2 days,2018-0056,13:00:00,13.0,5.0,AVENIDA,-58.51973844,-34.63918987,94825.3179608,98898.07278223,PASAJEROS
345,2018-0057,2018-06-03,2018,6,3.0,CONDUCTOR,MOTO,MASCULINO,33.0,2018-06-04,Domingo,1 days,2018-0057,3:30:00,3.0,6.0,CALLE,-58.39311376,-34.62163006,106436.50690531,100845.3278553,PASAJEROS
346,2018-0058,2018-06-03,2018,6,3.0,CONDUCTOR,MOTO,MASCULINO,26.0,2018-06-13,Domingo,10 days,2018-0058,6:30:00,6.0,6.0,AVENIDA,-58.43531242,-34.59082159,102567.54814228,104264.87527568,AUTO
347,2018-0059,2018-06-08,2018,6,8.0,CONDUCTOR,MOTO,MASCULINO,54.0,2018-06-08,Viernes,0 days,2018-0059,6:20:00,6.0,4.0,AVENIDA,-58.41178165,-34.63035454,104724.05358972,99878.51159963,OTRO
348,2018-0060,2018-06-08,2018,6,8.0,PEATON,PEATON,MASCULINO,51.0,2018-06-08,Viernes,0 days,2018-0060,12:50:00,12.0,4.0,AVENIDA,-58.370488,-34.60189492,108513.43549456,103032.95078343,PASAJEROS
349,2018-0061,2018-06-10,2018,6,10.0,CONDUCTOR,MOTO,MASCULINO,51.0,2018-06-10,Domingo,0 days,2018-0061,11:15:00,11.0,6.0,CALLE,-58.39883882,-34.61964833,105911.62147898,101065.51501699,MOTO
350,2018-0062,2018-06-14,2018,6,14.0,PEATON,PEATON,MASCULINO,32.0,2018-06-14,Jueves,0 days,2018-0062,1:00:00,1.0,3.0,CALLE,-58.44110156,-34.62082399,102035.73876399,100936.73706899,CARGAS
351,2018-0063,2018-06-16,2018,6,16.0,PEATON,PEATON,FEMENINO,28.0,2018-06-17,Sábado,1 days,2018-0063,21:15:00,21.0,5.0,AVENIDA,-58.37093138,-34.59952725,108473.00357935,103295.64162815,PASAJEROS
352,2018-0064,2018-06-25,2018,6,25.0,CONDUCTOR,AUTO,MASCULINO,30.0,2018-06-25,Lunes,0 days,2018-0064,1:15:00,1.0,0.0,AVENIDA,-58.45855262,-34.63953253,100435.263889,98861.53271694,CARGAS
353,2018-0065,2018-06-26,2018,6,26.0,CONDUCTOR,MOTO,MASCULINO,35.0,2018-06-26,Martes,0 days,2018-0065,17:30:00,17.0,1.0,CALLE,-58.38161909,-34.59283447,107493.20906271,104038.93317074,CARGAS
354,2018-0066,2018-06-28,2018,6,28.0,PEATON,PEATON,MASCULINO,73.0,2018-06-28,Jueves,0 days,2018-0066,11:00:00,11.0,3.0,AVENIDA,-58.45511899,-34.58698157,100750.52062158,104691.17506829,PASAJEROS
355,2018-0067,2018-06-29,2018,6,29.0,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,81.0,2018-07-06,Viernes,7 days,2018-0067,16:15:00,16.0,4.0,AVENIDA,-58.37724226,-34.62973033,107891.26340037,99945.61487141,AUTO
356,2018-0068,2018-07-01,2018,7,1.0,CONDUCTOR,MOTO,MASCULINO,21.0,2018-07-01,Domingo,0 days,2018-0068,9:00:00,9.0,6.0,AVENIDA,-58.45546217,-34.62930339,100718.69831349,99996.27412808,AUTO
357,2018-0069,2018-07-04,2018,7,4.0,CICLISTA,BICICLETA,MASCULINO,20.0,2018-07-04,Miércoles,0 days,2018-0069,21:45:00,21.0,2.0,AVENIDA,-58.39897064,-34.59954925,105900.94104333,103295.18325601,PASAJEROS
358,2018-0070,2018-07-07,2018,7,7.0,CONDUCTOR,MOTO,MASCULINO,33.0,2018-07-07,Sábado,0 days,2018-0070,15:45:00,15.0,5.0,CALLE,-58.40917826,-34.62126274,104963.31095539,100886.97438212,PASAJEROS
359,2018-0071,2018-07-10,2018,7,10.0,CONDUCTOR,MOTO,MASCULINO,,2018-07-10,Martes,0 days,2018-0071,17:50:00,17.0,1.0,AVENIDA,-58.36726348,-34.61099738,108808.25931028,102022.90885862,CARGAS
360,2018-0072,2018-07-11,2018,7,11.0,CONDUCTOR,MOTO,MASCULINO,27.0,2018-07-13,Miércoles,2 days,2018-0072,13:15:00,13.0,2.0,AUTOPISTA,-58.48267426,-34.68454456,98224.62123059,93867.977388,CARGAS
361,2018-0073,2018-07-11,2018,7,11.0,PEATON,PEATON,FEMENINO,67.0,2018-07-11,Miércoles,0 days,2018-0073,15:45:00,15.0,2.0,AVENIDA,-58.39546165,-34.65168841,106218.96559101,97510.98250186,CARGAS
362,2018-0074,2018-07-14,2018,7,14.0,CONDUCTOR,AUTO,MASCULINO,25.0,2018-07-14,Sábado,0 days,2018-0074,6:04:00,6.0,5.0,AVENIDA,-58.46941984,-34.63376545,99438.84176266,99501.28380301,CARGAS
363,2018-0075,2018-07-15,2018,7,15.0,PEATON,PEATON,MASCULINO,23.0,2018-07-15,Domingo,0 days,2018-0075,7:30:00,7.0,6.0,AVENIDA,-58.40367321,-34.58129246,105470.75546311,105320.7278565,AUTO
364,2018-0076,2018-07-16,2018,7,16.0,CONDUCTOR,AUTO,MASCULINO,73.0,2018-07-16,Lunes,0 days,2018-0076,9:30:00,9.0,0.0,CALLE,-58.52932872,-34.65014993,93946.81673714,97681.68907836,CARGAS
365,2018-0077,2018-07-16,2018,7,16.0,CONDUCTOR,AUTO,MASCULINO,58.0,2018-07-17,Lunes,1 days,2018-0077,23:15:00,23.0,0.0,CALLE,-58.40917826,-34.62126274,104963.31095539,100886.97438212,CARGAS
366,2018-0078,2018-07-21,2018,7,21.0,PEATON,PEATON,MASCULINO,27.0,2018-07-21,Sábado,0 days,2018-0078,6:15:00,6.0,5.0,CALLE,-58.41264127,-34.59473294,104647.1896347,103830.17880585,AUTO
367,2018-0079,2018-07-23,2018,7,23.0,PEATON,PEATON,MASCULINO,,2018-07-23,Lunes,0 days,2018-0079,7:15:00,7.0,0.0,GRAL PAZ,-58.50877521,-34.66977709,95832.05571093,95505.41641999,CARGAS
368,2018-0080,2018-07-25,2018,7,25.0,PEATON,PEATON,MASCULINO,26.0,2018-07-25,Miércoles,0 days,2018-0080,22:22:00,22.0,2.0,AVENIDA,-58.51232237,-34.6590353,95506.35959227,96696.89655626,AUTO
369,2018-0081,2018-07-29,2018,7,29.0,PEATON,PEATON,MASCULINO,35.0,2018-07-29,Domingo,0 days,2018-0081,6:30:00,6.0,6.0,AVENIDA,-58.44744156,-34.64567171,101453.89687005,98180.39027169,MULTIPLE
370,2018-0082,2018-08-01,2018,8,1.0,CONDUCTOR,MOTO,FEMENINO,17.0,2018-08-01,Miércoles,0 days,2018-0082,15:53:00,15.0,2.0,AVENIDA,-58.49441273,-34.65869968,97148.03881747,96734.79106149,CARGAS
371,2018-0083,2018-08-02,2018,8,2.0,CONDUCTOR,MOTO,MASCULINO,,2018-08-02,Jueves,0 days,2018-0083,5:20:00,5.0,3.0,GRAL PAZ,-58.47976785,-34.69153196,98491.08733048,93092.87943671,CARGAS
372,2018-0084,2018-08-03,2018,8,3.0,PEATON,PEATON,MASCULINO,45.0,2018-08-03,Viernes,0 days,2018-0084,7:25:00,7.0,4.0,AVENIDA,-58.36523349,-34.62260331,108993.20201253,100735.24332429,CARGAS
373,2018-0085,2018-08-03,2018,8,3.0,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22.0,2018-08-03,Viernes,0 days,2018-0085,18:16:00,18.0,4.0,AVENIDA,-58.39118948,-34.62704273,106612.54991859,100244.75667446,PASAJEROS
374,2018-0085,2018-08-03,2018,8,3.0,CONDUCTOR,MOTO,MASCULINO,30.0,2018-08-03,Viernes,0 days,2018-0085,18:16:00,18.0,4.0,AVENIDA,-58.39118948,-34.62704273,106612.54991859,100244.75667446,PASAJEROS
375,2018-0086,2018-08-10,2018,8,10.0,PEATON,PEATON,MASCULINO,40.0,2018-08-10,Viernes,0 days,2018-0086,21:44:00,21.0,4.0,AVENIDA,-58.49019551,-34.65015854,97534.35415051,97682.40955825,PASAJEROS
376,2018-0087,2018-08-15,2018,8,15.0,PEATON,PEATON,MASCULINO,75.0,2018-08-20,Miércoles,5 days,2018-0087,19:20:00,19.0,2.0,AVENIDA,-58.41644362,-34.63023775,104296.57153484,99891.67281595,PASAJEROS
377,2018-0088,2018-08-17,2018,8,17.0,CONDUCTOR,MOTO,MASCULINO,,2018-08-17,Viernes,0 days,2018-0088,16:36:00,16.0,4.0,GRAL PAZ,-58.5007381,-34.5497951,96563.66494817,108815.73881056,CARGAS
378,2018-0089,2018-08-17,2018,8,17.0,PEATON,PEATON,MASCULINO,80.0,2018-08-17,Viernes,0 days,2018-0089,17:56:00,17.0,4.0,AVENIDA,-58.39626094,-34.63036565,106147.25140863,99876.44981079,PASAJEROS
379,2018-0090,2018-08-18,2018,8,18.0,CONDUCTOR,MOTO,MASCULINO,27.0,2018-08-18,Sábado,0 days,2018-0090,10:34:00,10.0,5.0,AVENIDA,-58.43284809,-34.67051543,102791.00899168,95424.06973029,AUTO
380,2018-0091,2018-08-19,2018,8,19.0,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23.0,2018-08-19,Domingo,0 days,2018-0091,18:47:00,18.0,6.0,AUTOPISTA,-58.52280139,-34.63659934,94544.313443,99185.28796442,AUTO
381,2018-0092,2018-08-20,2018,8,20.0,CONDUCTOR,MOTO,MASCULINO,23.0,2018-08-20,Lunes,0 days,2018-0092,08:20:00,8.0,0.0,AVENIDA,-58.4233693,-34.59774487,103662.91363929,103496.49206019,AUTO
382,2018-0093,2018-08-20,2018,8,20.0,PEATON,PEATON,MASCULINO,24.0,2018-08-20,Lunes,0 days,2018-0093,08:41:00,8.0,0.0,CALLE,-58.38691681,-34.63105973,107004.02001368,99798.84856249,PASAJEROS
383,2018-0094,2018-08-23,2018,8,23.0,CONDUCTOR,MOTO,MASCULINO,32.0,2018-08-23,Jueves,0 days,2018-0094,05:35:00,5.0,3.0,CALLE,-58.4116902,-34.5857988,104734.93787233,104821.22705013,PASAJEROS
384,2018-0095,2018-08-26,2018,8,26.0,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49.0,2018-08-26,Domingo,0 days,2018-0095,00:59:00,0.0,6.0,AVENIDA,-58.46739825,-34.65117757,99624.29795829,97569.69801131,AUTO
385,2018-0096,2018-08-31,2018,8,31.0,PEATON,PEATON,MASCULINO,39.0,2018-08-31,Viernes,0 days,2018-0096,22:20:00,22.0,4.0,AUTOPISTA,-58.44483258,-34.67152226,101692.57924565,95312.63822646,AUTO
386,2018-0097,2018-09-02,2018,9,2.0,CONDUCTOR,AUTO,FEMENINO,35.0,2018-09-02,Domingo,0 days,2018-0097,10:50:00,10.0,6.0,AVENIDA,-58.43254025,-34.66128115,102819.52927414,96448.46140692,OTRO
387,2018-0098,2018-09-09,2018,9,9.0,CONDUCTOR,AUTO,MASCULINO,55.0,2018-09-09,Domingo,0 days,2018-0098,05:00:00,5.0,6.0,GRAL PAZ,-58.47199387,-34.69640164,99203.46279192,92552.75548716,AUTO
388,2018-0098,2018-09-09,2018,9,9.0,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54.0,2018-09-09,Domingo,0 days,2018-0098,05:00:00,5.0,6.0,GRAL PAZ,-58.47199387,-34.69640164,99203.46279192,92552.75548716,AUTO
389,2018-0099,2018-09-12,2018,9,12.0,PEATON,PEATON,MASCULINO,18.0,2018-09-13,Miércoles,1 days,2018-0099,14:25:00,14.0,2.0,AVENIDA,-58.46411215,-34.62925068,99925.51296558,100002.14427355,PASAJEROS
390,2018-0100,2018-09-20,2018,9,20.0,,MOTO,FEMENINO,33.0,2018-09-20,Jueves,0 days,2018-0100,10:30:00,10.0,3.0,AVENIDA,-58.36217754,-34.62367156,109273.33013929,100616.46322293,AUTO
391,2018-0101,2018-09-21,2018,9,21.0,CONDUCTOR,AUTO,MASCULINO,,2018-09-21,Viernes,0 days,2018-0101,00:15:00,0.0,4.0,GRAL PAZ,-58.48098594,-34.5407313,98376.44189669,109821.71138325,MULTIPLE
392,2018-0102,2018-09-21,2018,9,21.0,CONDUCTOR,MOTO,MASCULINO,20.0,2018-09-21,Viernes,0 days,2018-0102,00:30:00,0.0,4.0,CALLE,-58.41083404,-34.64640709,104810.02928662,98097.69340075,AUTO
393,2018-0103,2018-09-27,2018,9,27.0,PEATON,PEATON,MASCULINO,1.0,2018-09-29,Jueves,2 days,2018-0103,17:51:00,17.0,3.0,AVENIDA,-58.44609828,-34.64446729,101577.07056955,98313.98170453,MOTO
394,2018-0104,2018-10-01,2018,10,1.0,CONDUCTOR,MOTO,MASCULINO,22.0,2018-10-01,Lunes,0 days,2018-0104,8:58:00,8.0,0.0,AUTOPISTA,-58.37709334,-34.64035082,107903.91828587,98767.43091425,MOTO
395,2018-0105,2018-10-03,2018,10,3.0,PEATON,PEATON,FEMENINO,56.0,2018-10-03,Miércoles,0 days,2018-0105,18:12:00,18.0,2.0,AVENIDA,-58.46963952,-34.63070603,99418.67591727,99840.67619219,PASAJEROS
396,2018-0106,2018-10-04,2018,10,4.0,CONDUCTOR,MOTO,MASCULINO,27.0,2018-10-04,Jueves,0 days,2018-0106,22:02:00,22.0,3.0,AVENIDA,-58.43674281,-34.55161027,102437.44187502,108614.72855724,MOTO
397,2018-0107,2018-10-06,2018,10,6.0,PEATON,PEATON,FEMENINO,62.0,2018-10-06,Sábado,0 days,2018-0107,14:20:00,14.0,5.0,AVENIDA,-58.4059686,-34.61011987,105258.35368554,102122.932314,PASAJEROS
398,2018-0108,2018-10-09,2018,10,9.0,CONDUCTOR,MOTO,MASCULINO,37.0,2018-10-10,Martes,1 days,2018-0108,14:00:00,14.0,1.0,AVENIDA,-58.36154069,-34.60463618,109333.85016626,102728.0677758,AUTO
399,2018-0109,2018-10-10,2018,10,10.0,PEATON,PEATON,MASCULINO,34.0,2018-10-10,Miércoles,0 days,2018-0109,22:12:00,22.0,2.0,AVENIDA,-58.37062179,-34.60066507,108501.28725227,103169.39367565,PASAJEROS
400,2018-0110,2018-10-13,2018,10,13.0,PEATON,PEATON,MASCULINO,60.0,2018-10-14,Sábado,1 days,2018-0110,03:05:00,3.0,5.0,AVENIDA,-58.43220014,-34.60207186,102852.69197214,103016.76479974,MOTO
401,2018-0111,2018-10-19,2018,10,19.0,CONDUCTOR,MOTO,MASCULINO,28.0,2018-10-19,Viernes,0 days,2018-0111,12:13:00,12.0,4.0,AUTOPISTA,-58.46958442,-34.64949724,99423.87045126,97756.09331484,CARGAS
402,2018-0112,2018-10-24,2018,10,24.0,CONDUCTOR,MOTO,FEMENINO,28.0,2018-10-24,Miércoles,0 days,2018-0112,09:18:00,9.0,2.0,CALLE,-58.44671397,-34.59970903,101521.4105861,103279.18839709,CARGAS
403,2018-0113,2018-10-25,2018,10,25.0,CONDUCTOR,MOTO,MASCULINO,20.0,2018-10-25,Jueves,0 days,2018-0113,11:00:00,11.0,3.0,CALLE,-58.47152163,-34.61474911,99245.93828707,101610.8222803,CARGAS
404,2018-0114,2018-10-30,2018,10,30.0,CONDUCTOR,MOTO,MASCULINO,23.0,2018-10-30,Martes,0 days,2018-0114,02:15:00,2.0,1.0,AVENIDA,-58.39032921,-34.61807951,106692.15004353,101239.02351805,AUTO
405,2018-0115,2018-10-31,2018,10,31.0,PEATON,PEATON,MASCULINO,42.0,2018-11-01,Miércoles,1 days,2018-0115,12:30:00,12.0,2.0,CALLE,-58.52887773,-34.64297861,93987.63954589,98477.26093452,PASAJEROS
406,2018-0116,2018-11-01,2018,11,1.0,PEATON,PEATON,MASCULINO,48.0,2018-11-08,Jueves,7 days,2018-0116,10:50:00,10.0,3.0,GRAL PAZ,-58.49371157,-34.67981324,97213.03214767,94392.58930391,CARGAS
407,2018-0117,2018-11-04,2018,11,4.0,CONDUCTOR,MOTO,MASCULINO,30.0,2018-11-08,Domingo,4 days,2018-0117,8:15:00,8.0,6.0,AVENIDA,-58.48266599,-34.66012327,98224.84159668,96577.14272605,MOTO
408,2018-0118,2018-11-05,2018,11,5.0,PEATON,PEATON,FEMENINO,80.0,2018-11-05,Lunes,0 days,2018-0118,14:49:00,14.0,0.0,AVENIDA,-58.40612253,-34.60774301,105244.38396064,102386.61371612,MOTO
409,2018-0119,2018-11-05,2018,11,5.0,PEATON,PEATON,FEMENINO,32.0,2018-11-06,Lunes,1 days,2018-0119,22:35:00,22.0,0.0,AVENIDA,-58.43613623,-34.66292532,102489.86457298,96266.15892101,
410,2018-0120,2018-11-09,2018,11,9.0,PEATON,PEATON,FEMENINO,51.0,2018-11-20,Viernes,11 days,2018-0120,13:34:00,13.0,4.0,AVENIDA,-58.48250732,-34.57208238,98237.46824855,106343.83342545,AUTO
411,2018-0121,2018-11-09,2018,11,9.0,PEATON,PEATON,FEMENINO,72.0,2018-11-09,Viernes,0 days,2018-0121,16:32:00,16.0,4.0,AVENIDA,-58.49945705,-34.6374328,96684.78779898,99093.85665638,PASAJEROS
412,2018-0122,2018-11-12,2018,11,12.0,CONDUCTOR,AUTO,MASCULINO,33.0,2018-11-12,Lunes,0 days,2018-0122,01:00:00,1.0,0.0,AUTOPISTA,-58.47743966,-34.67233407,98704.10681045,95222.6268952,AUTO
413,2018-0123,2018-11-12,2018,11,12.0,CONDUCTOR,AUTO,MASCULINO,25.0,2018-11-12,Lunes,0 days,2018-0123,03:32:00,3.0,0.0,GRAL PAZ,-58.5025179,-34.67450313,96405.76679348,94981.38013791,
414,2018-0124,2018-11-15,2018,11,15.0,CONDUCTOR,CARGAS,MASCULINO,44.0,2018-11-15,Jueves,0 days,2018-0124,19:40:00,19.0,3.0,AUTOPISTA,-58.52144411,-34.63682499,94668.77734942,99160.32825286,CARGAS
415,2018-0125,2018-11-16,2018,11,16.0,PEATON,PEATON,MASCULINO,29.0,2018-11-17,Viernes,1 days,2018-0125,21:12:00,21.0,4.0,AVENIDA,-58.41650465,-34.65084045,104289.92773867,97606.13539657,PASAJEROS
416,2018-0126,2018-11-18,2018,11,18.0,CONDUCTOR,MOTO,MASCULINO,27.0,2018-11-23,Domingo,5 days,2018-0126,12:11:00,12.0,6.0,GRAL PAZ,-58.52994219,-34.64055918,93889.86789861,98745.59348173,AUTO
417,2018-0127,2018-11-19,2018,11,19.0,CONDUCTOR,MOTO,MASCULINO,29.0,2018-11-19,Lunes,0 days,2018-0127,09:14:00,9.0,0.0,GRAL PAZ,-58.50993046,-34.56919739,95720.94836751,106663.03756022,MOTO
418,2018-0128,2018-11-25,2018,11,25.0,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49.0,2018-11-25,Domingo,0 days,2018-0128,04:30:00,4.0,6.0,GRAL PAZ,-58.52844623,-34.64592873,94027.41355272,98150.01779732,PASAJEROS
419,2018-0128,2018-11-25,2018,11,25.0,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,39.0,2018-11-25,Domingo,0 days,2018-0128,04:30:00,4.0,6.0,GRAL PAZ,-58.52844623,-34.64592873,94027.41355272,98150.01779732,PASAJEROS
420,2018-0129,2018-11-28,2018,11,28.0,CONDUCTOR,MOTO,MASCULINO,37.0,2018-11-30,Miércoles,2 days,2018-0129,04:01:00,4.0,2.0,AVENIDA,-58.45021367,-34.58695347,101200.556326,104694.2479865,PASAJEROS
421,2018-0130,2018-12-03,2018,12,3.0,CONDUCTOR,MOTO,MASCULINO,,2018-12-03,Lunes,0 days,2018-0130,03:00:00,3.0,0.0,AVENIDA,-58.49022072,-34.62770192,97531.36286491,100173.6104911,PASAJEROS
422,2018-0131,2018-12-07,2018,12,7.0,CONDUCTOR,MOTO,MASCULINO,29.0,2018-12-07,Viernes,0 days,2018-0131,19:10:00,19.0,4.0,AVENIDA,-58.36860866,-34.60106568,108685.9089459,103124.78289557,CARGAS
423,2018-0132,2018-12-12,2018,12,12.0,PEATON,PEATON,MASCULINO,70.0,2018-12-12,Miércoles,0 days,2018-0132,08:26:00,8.0,2.0,AUTOPISTA,-58.39490504,-34.57241534,106275.90279188,106304.98623165,CARGAS
424,2018-0133,2018-12-12,2018,12,12.0,PEATON,PEATON,FEMENINO,60.0,2018-12-12,Miércoles,0 days,2018-0133,14:07:00,14.0,2.0,AVENIDA,-58.46963952,-34.63070603,99418.67591727,99840.67619219,CARGAS
425,2018-0134,2018-12-12,2018,12,12.0,PEATON,PEATON,MASCULINO,56.0,2018-12-13,Miércoles,1 days,2018-0134,21:00:00,21.0,2.0,AVENIDA,-58.42349365,-34.64019887,103649.67568294,98786.92074818,MOTO
426,2018-0135,2018-12-18,2018,12,18.0,PEATON,PEATON,MASCULINO,80.0,2018-12-22,Martes,4 days,2018-0135,14:40:00,14.0,1.0,AVENIDA,-58.37471802,-34.61265002,108124.38297421,101840.19801704,PASAJEROS
427,2018-0136,2018-12-18,2018,12,18.0,PEATON,PEATON,FEMENINO,70.0,2018-12-18,Martes,0 days,2018-0136,15:42:00,15.0,1.0,AVENIDA,-58.46438789,-34.62913916,99900.22869225,100014.51595495,PASAJEROS
428,2018-0137,2018-12-18,2018,12,18.0,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29.0,2018-12-19,Martes,1 days,2018-0137,20:15:00,20.0,1.0,CALLE,-58.38481975,-34.61100424,107198.03031731,102023.53206745,PASAJEROS
429,2018-0138,2018-12-21,2018,12,21.0,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,79.0,2018-12-21,Viernes,0 days,2018-0138,09:30:00,9.0,4.0,CALLE,-58.50751833,-34.62073702,95944.83421152,100945.68379559,PASAJEROS
430,2018-0139,2018-12-22,2018,12,22.0,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,28.0,2018-12-24,Sábado,2 days,2018-0139,06:30:00,6.0,5.0,CALLE,-58.44682986,-34.63888084,101510.09611838,98933.71958961,MOTO
431,2018-0140,2018-12-22,2018,12,22.0,CONDUCTOR,AUTO,MASCULINO,78.0,2018-12-22,Sábado,0 days,2018-0140,8:05:00,8.0,5.0,CALLE,-58.3600465,-34.61381341,109469.86887005,101709.8666596,AUTO
432,2018-0141,2018-12-22,2018,12,22.0,PEATON,PEATON,MASCULINO,75.0,2018-12-24,Sábado,2 days,2018-0141,17:40:00,17.0,5.0,AVENIDA,-58.41509546,-34.62085945,104420.68512694,100931.98574919,MOTO
433,2018-0142,2018-12-25,2018,12,25.0,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,32.0,2019-01-01,Martes,7 days,2018-0142,13:30:00,13.0,1.0,GRAL PAZ,-58.50997604,-34.57251072,95716.93710226,106295.47905158,PASAJEROS
434,2018-0143,2018-12-29,2018,12,29.0,CONDUCTOR,MOTO,MASCULINO,22.0,2018-12-29,Sábado,0 days,2018-0143,05:25:00,5.0,5.0,AVENIDA,-58.48606475,-34.64047818,97912.79273192,98756.38729095,AUTO
435,2019-0001,2019-01-08,2019,1,8.0,CONDUCTOR,MOTO,MASCULINO,25.0,2019-01-08,Martes,0 days,2019-0001,8:30:00,8.0,1.0,AVENIDA,-58.38526125,-34.5780581,107160.34141948,105678.38284277,CARGAS
436,2019-0002,2019-01-09,2019,1,9.0,CONDUCTOR,AUTO,MASCULINO,32.0,2019-01-09,Miércoles,0 days,2019-0002,4:00:00,4.0,2.0,AVENIDA,-58.45463662,-34.65082149,100794.20933352,97609.18063839,CARGAS
437,2019-0003,2019-01-12,2019,1,12.0,CONDUCTOR,MOTO,MASCULINO,23.0,2019-01-12,Sábado,0 days,2019-0003,8:00:00,8.0,5.0,AVENIDA,-58.49121672,-34.59718073,97439.07314838,103559.40773606,AUTO
438,2019-0004,2019-01-14,2019,1,14.0,CONDUCTOR,AUTO,MASCULINO,71.0,2019-01-14,Lunes,0 days,2019-0004,19:58:00,19.0,0.0,AVENIDA,-58.47325712,-34.65284605,99087.21233087,97384.56622913,PASAJEROS
